8/6/2010,,,,,,,,,,,,,,,,
KENTUCKY DEPARTMENT OF EDUCATION,,,,,,,,,,,,,,,,
SUPERINTENDENT'S ANNUAL ATTENDANCE REPORT,,,,,,,,,,,,,,,,
"ENROLLMENT BY DISTRICT, SCHOOL AND GRADE",,,,,,,,,,,,,,,,
For School Year 09-10,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DISTRICT,SCHOOL,EL,1,2,3,4,5,6,7,8,9,10,11,12,EC,TOTAL
133-Corbin Independent                                                                              ,018-Corbin Intermediate                                                                             ,0,0,0,0,0,205,207,0,0,0,0,0,0,0,412
133-Corbin Independent                                                                              ,040-Corbin High School                                                                              ,0,0,0,0,0,0,0,0,0,223,178,197,196,0,794
133-Corbin Independent                                                                              ,050-Corbin Middle School                                                                            ,0,0,0,0,0,0,0,199,196,0,0,0,0,0,395
133-Corbin Independent                                                                              ,070-Corbin Primary                                                                                  ,230,237,178,0,0,0,0,0,0,0,0,0,0,0,645
133-Corbin Independent                                                                              ,998-Homebound Elementary                                                                            ,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3
133-Corbin Independent                                                                              ,999-Homebound Secondary                                                                             ,0,0,0,0,0,0,0,0,0,3,4,1,3,0,11
TOTALS for Corbin Independent                                                                       ,                                                                                                    ,230,237,179,233,225,206,207,204,199,230,188,207,206,0,2751
134-Covington Independent                                                                           ,011-COVINGTON ADULT HIGH SCHOOL                                                                     ,0,0,0,0,0,0,0,0,0,2,3,1,7,0,13
134-Covington Independent                                                                           ,013-Transformational Learning Center                                                                ,0,0,0,0,0,0,1,1,8,14,3,1,2,0,30
134-Covington Independent                                                                           ,017-Holmes Middle School                                                                            ,0,0,0,0,0,0,283,255,245,0,0,0,0,0,783
134-Covington Independent                                                                           ,019-Holmes High School                                                                              ,0,0,0,0,0,0,0,0,0,289,209,193,156,2,849
134-Covington Independent                                                                           ,110-JOHN G CARLISLE ELEMENTARY                                                                      ,106,65,87,79,60,78,0,0,0,0,0,0,0,0,475
134-Covington Independent                                                                           ,115-Latonia Elementary School                                                                       ,74,68,72,61,54,63,0,0,0,0,0,0,0,0,392
134-Covington Independent                                                                           ,150-NINTH DISTRICT ELEMENTARY                                                                       ,77,63,74,68,62,57,0,0,0,0,0,0,0,0,401
134-Covington Independent                                                                           ,160-GLENN O SWING ELEMENTARY                                                                        ,79,52,68,58,68,48,0,0,0,0,0,0,0,0,373
134-Covington Independent                                                                           ,170-Sixth District Elementary School                                                                ,86,86,88,87,94,71,0,0,0,0,0,0,0,0,512
TOTALS for Covington Independent                                                                    ,                                                                                                    ,422,334,389,353,338,317,284,256,253,305,215,195,165,2,3828
135-Crittenden County                                                                               ,020-Crittenden County High School                                                                   ,0,0,0,0,0,0,0,0,0,98,109,126,91,1,425
135-Crittenden County                                                                               ,022-Pathway Academy High School                                                                     ,0,0,0,0,0,0,0,0,0,4,4,11,15,0,34
135-Crittenden County                                                                               ,025-Crittenden County Middle School                                                                 ,0,0,0,0,0,0,103,92,92,0,0,0,0,0,287
135-Crittenden County                                                                               ,100-Crittenden County Elementary School                                                             ,112,118,92,97,85,98,0,0,0,0,0,0,0,0,602
TOTALS for Crittenden County                                                                        ,                                                                                                    ,112,118,92,97,85,98,103,92,92,102,113,137,106,1,1348
141-Cumberland County                                                                               ,070-Cumberland County Elementary School                                                             ,80,87,80,76,84,74,0,0,0,0,0,0,0,0,481
141-Cumberland County                                                                               ,075-Cumberland County Middle School                                                                 ,0,0,0,0,0,0,64,85,86,0,0,0,0,0,235
141-Cumberland County                                                                               ,080-Cumberland County High School                                                                   ,0,0,0,0,0,0,0,0,0,93,89,87,64,0,333
TOTALS for Cumberland County                                                                        ,                                                                                                    ,80,87,80,76,84,74,64,85,86,93,89,87,64,0,1049
143-Danville Independent                                                                            ,005-Bate Middle School                                                                              ,0,0,0,0,0,0,113,140,135,0,0,0,0,0,388
143-Danville Independent                                                                            ,030-Danville High School                                                                            ,0,0,0,0,0,0,0,0,0,157,136,139,120,3,555
143-Danville Independent                                                                            ,040-Hogsett Elementary School                                                                       ,48,47,50,55,43,42,0,0,0,0,0,0,0,0,285
143-Danville Independent                                                                            ,060-Toliver Elementary School                                                                       ,43,52,48,43,64,34,0,0,0,0,0,0,0,0,284
143-Danville Independent                                                                            ,110-Jennie Rogers Elementary School                                                                 ,48,42,34,41,38,39,0,0,0,0,0,0,0,0,242
143-Danville Independent                                                                            ,350-Sunrise Children's Services                                                                     ,0,1,2,1,0,5,1,1,0,0,0,0,0,0,11
TOTALS for Danville Independent                                                                     ,                                                                                                    ,139,142,134,140,145,120,114,141,135,157,136,139,120,3,1765
145-Daviess County                                                                                  ,005-Apollo High School                                                                              ,0,0,0,0,0,0,0,0,0,348,365,339,326,3,1381
145-Daviess County                                                                                  ,006-Meadow Lands Elementary School                                                                  ,65,72,86,67,62,67,0,0,0,0,0,0,0,0,419
145-Daviess County                                                                                  ,007-East View Elementary School                                                                     ,66,82,93,90,75,77,0,0,0,0,0,0,0,0,483
145-Daviess County                                                                                  ,008-F T Burns Middle School                                                                         ,0,0,0,0,0,0,299,252,284,0,0,0,0,0,835
145-Daviess County                                                                                  ,010-Daviess County High School                                                                      ,0,0,0,0,0,0,0,0,0,470,438,379,387,0,1674
145-Daviess County                                                                                  ,011-Southern Oaks Elementary School                                                                 ,57,73,59,66,44,59,0,0,0,0,0,0,0,0,358
145-Daviess County                                                                                  ,020-Daviess County Middle School                                                                    ,0,0,0,0,0,0,282,235,287,0,0,0,0,0,804
145-Daviess County                                                                                  ,025-Highland Elementary School                                                                      ,95,122,100,89,89,101,0,0,0,0,0,0,0,0,596
145-Daviess County                                                                                  ,040-Deer Park Elementary School                                                                     ,96,106,79,82,80,102,0,0,0,0,0,0,0,0,545
145-Daviess County                                                                                  ,070-Sorgho Elementary School                                                                        ,76,85,85,91,81,87,0,0,0,0,0,0,0,0,505
145-Daviess County                                                                                  ,085-Audubon Elementary School                                                                       ,75,84,64,78,59,67,0,0,0,0,0,0,0,0,427
145-Daviess County                                                                                  ,095-Tamarack Elementary School                                                                      ,73,82,74,68,72,65,0,0,0,0,0,0,0,0,434
145-Daviess County                                                                                  ,130-West Louisville Elementary School                                                               ,51,44,52,46,29,35,0,0,0,0,0,0,0,0,257
145-Daviess County                                                                                  ,140-Whitesville Elementary School                                                                   ,58,58,65,70,61,60,0,0,0,0,0,0,0,0,372
145-Daviess County                                                                                  ,145-F T Burns Elementary School                                                                     ,86,104,68,79,85,90,0,0,0,0,0,0,0,0,512
145-Daviess County                                                                                  ,150-Country Heights Elementary School                                                               ,53,45,71,65,71,67,0,0,0,0,0,0,0,0,372
145-Daviess County                                                                                  ,155-College View Middle School                                                                      ,0,0,0,0,0,0,280,264,247,0,0,0,0,0,791
145-Daviess County                                                                                  ,160-Owensboro Treatment Center Alternative                                                          ,0,0,0,0,0,0,0,3,7,7,13,11,7,0,48
145-Daviess County                                                                                  ,170-Valley High School                                                                              ,0,0,0,0,0,0,0,0,0,8,12,5,2,0,27
145-Daviess County                                                                                  ,175-Valley Elementary School                                                                        ,1,1,4,6,1,5,3,7,5,0,0,0,0,0,33
145-Daviess County                                                                                  ,180-Beacon Central Alternative High School                                                          ,0,0,0,0,0,0,0,0,0,1,25,51,74,0,151
TOTALS for Daviess County                                                                           ,                                                                                                    ,852,958,900,897,809,882,864,761,830,834,853,785,796,3,11024
146-Dawson Springs Independent                                                                      ,017-Dawson Springs Elementary                                                                       ,49,55,49,55,70,52,55,0,0,0,0,0,0,0,385
146-Dawson Springs Independent                                                                      ,018-Dawson Springs Jr. high/high School                                                             ,0,0,0,0,0,0,0,44,47,70,53,52,36,0,302
TOTALS for Dawson Springs Independent                                                               ,                                                                                                    ,49,55,49,55,70,52,55,44,47,70,53,52,36,0,687
147-Dayton Independent                                                                              ,010-Dayton High School                                                                              ,0,0,0,0,0,0,0,62,64,79,84,52,74,0,415
147-Dayton Independent                                                                              ,030-Lincoln Elementary School                                                                       ,74,74,68,79,78,77,55,0,0,0,0,0,0,0,505
TOTALS for Dayton Independent                                                                       ,                                                                                                    ,74,74,68,79,78,77,55,62,64,79,84,52,74,0,920
149-East Bernstadt Independent                                                                      ,010-East Bernstadt Elementary School                                                                ,67,64,79,66,52,50,56,45,49,0,0,0,0,0,528
TOTALS for East Bernstadt Independent                                                               ,                                                                                                    ,67,64,79,66,52,50,56,45,49,0,0,0,0,0,528
151-Edmonson County                                                                                 ,020-South Edmonson Elementary School                                                                ,104,83,87,75,90,0,0,0,0,0,0,0,0,0,439
151-Edmonson County                                                                                 ,022-EDMONSON COUNTY 5/6 CENTER                                                                      ,0,0,0,0,0,130,144,0,0,0,0,0,0,0,274
151-Edmonson County                                                                                 ,050-Edmonson County Middle School                                                                   ,0,0,0,0,0,0,0,152,149,0,0,0,0,0,301
151-Edmonson County                                                                                 ,060-Edmonson County High School                                                                     ,0,0,0,0,0,0,0,0,0,164,178,153,274,3,772
151-Edmonson County                                                                                 ,080-Kyrock Elementary School                                                                        ,67,60,56,64,49,0,0,0,0,0,0,0,0,0,296
TOTALS for Edmonson County                                                                          ,                                                                                                    ,171,143,143,139,139,130,144,152,149,164,178,153,274,3,2082
152-Elizabethtown Independent                                                                       ,010-Elizabethtown High School                                                                       ,0,0,0,0,0,0,0,0,0,218,222,184,145,0,769
152-Elizabethtown Independent                                                                       ,015-Helmwood Heights Elementary School                                                              ,70,71,92,76,86,76,0,0,0,0,0,0,0,0,471
152-Elizabethtown Independent                                                                       ,020-Morningside Elementary School                                                                   ,80,91,84,91,100,93,0,0,0,0,0,0,0,0,539
152-Elizabethtown Independent                                                                       ,035-Talton K Stone Middle School                                                                    ,0,0,0,0,0,0,191,197,166,0,0,0,0,0,554
152-Elizabethtown Independent                                                                       ,045-Glen Dale Center                                                                                ,0,0,0,0,0,0,0,1,0,5,5,4,2,0,17
TOTALS for Elizabethtown Independent                                                                ,                                                                                                    ,150,162,176,167,186,169,191,198,166,223,227,188,147,0,2350
155-Elliott County                                                                                  ,140-Isonville Elementary School                                                                     ,13,17,13,17,12,21,20,0,0,0,0,0,0,0,113
155-Elliott County                                                                                  ,160-Lakeside Elementary School                                                                      ,23,30,33,38,29,26,26,0,0,0,0,0,0,0,205
155-Elliott County                                                                                  ,270-Sandy Hook Elementary School                                                                    ,42,50,32,50,35,43,45,0,0,0,0,0,0,0,297
155-Elliott County                                                                                  ,280-Elliott County High School                                                                      ,0,0,0,0,0,0,0,97,85,95,89,89,74,0,529
TOTALS for Elliott County                                                                           ,                                                                                                    ,78,97,78,105,76,90,91,97,85,95,89,89,74,0,1144
156-Eminence Independent                                                                            ,010-Eminence High School                                                                            ,0,0,0,0,0,58,38,47,46,42,34,26,35,0,326
156-Eminence Independent                                                                            ,020-Eminence Elementary School                                                                      ,50,52,55,55,48,0,0,0,0,0,0,0,0,0,260
156-Eminence Independent                                                                            ,021-Whitney Young                                                                                   ,0,0,0,0,0,0,0,0,0,0,0,44,143,0,187
TOTALS for Eminence Independent                                                                     ,                                                                                                    ,50,52,55,55,48,58,38,47,46,42,34,70,178,0,773
157-Erlanger-Elsmere Independent                                                                    ,003-Lindeman Elementary School                                                                      ,71,73,71,50,59,46,0,0,0,0,0,0,0,0,370
157-Erlanger-Elsmere Independent                                                                    ,005-Arnett Elementary School                                                                        ,43,40,41,55,45,33,0,0,0,0,0,0,0,0,257
157-Erlanger-Elsmere Independent                                                                    ,010-Howell Elementary School                                                                        ,69,47,62,59,45,54,0,0,0,0,0,0,0,0,336
157-Erlanger-Elsmere Independent                                                                    ,030-Lloyd High School                                                                               ,0,0,0,0,0,0,0,0,0,238,145,138,108,0,629
157-Erlanger-Elsmere Independent                                                                    ,050-Miles Elementary School                                                                         ,54,32,52,61,44,47,0,0,0,0,0,0,0,0,290
157-Erlanger-Elsmere Independent                                                                    ,060-Tichenor Middle School                                                                          ,0,0,0,0,0,0,176,181,164,0,0,0,0,0,521
TOTALS for Erlanger-Elsmere Independent                                                             ,                                                                                                    ,237,192,226,225,193,180,176,181,164,238,145,138,108,0,2403
161-Estill County                                                                                   ,011-Estill Springs Elementary                                                                       ,0,124,125,133,92,123,0,0,0,0,0,0,0,0,597
161-Estill County                                                                                   ,085-Estill County Middle School                                                                     ,0,0,0,0,0,0,172,171,188,0,0,0,0,0,531
161-Estill County                                                                                   ,090-Estill County High School                                                                       ,0,0,0,0,0,0,0,0,0,210,212,157,179,0,758
161-Estill County                                                                                   ,220-South Irvine P-K Center                                                                         ,213,0,0,0,0,0,0,0,0,0,0,0,0,0,213
161-Estill County                                                                                   ,280-West Irvine Elementary                                                                          ,0,85,86,74,84,83,0,0,0,0,0,0,0,0,412
TOTALS for Estill County                                                                            ,                                                                                                    ,213,209,211,207,176,206,172,171,188,210,212,157,179,0,2511
162-Fairview Independent                                                                            ,011-Fairview Elementary School                                                                      ,63,66,37,56,60,52,0,0,0,0,0,0,0,0,334
162-Fairview Independent                                                                            ,020-Fairview High School                                                                            ,0,0,0,0,0,0,67,68,60,64,80,70,71,1,481
TOTALS for Fairview Independent                                                                     ,                                                                                                    ,63,66,37,56,60,52,67,68,60,64,80,70,71,1,815
165-Fayette County                                                                                  ,005-Arlington Elementary School                                                                     ,49,58,43,52,43,54,0,0,0,0,0,0,0,0,299
165-Fayette County                                                                                  ,006-Frenchburg Academy Alternative School                                                           ,0,0,0,0,0,0,0,0,0,2,1,3,1,0,7
165-Fayette County                                                                                  ,007-Ashland Elementary School                                                                       ,55,67,52,67,84,89,0,0,0,0,0,0,0,0,414
165-Fayette County                                                                                  ,008-Bluegrass Youth Development Center                                                              ,0,0,0,0,0,0,0,0,1,10,7,5,2,0,25
165-Fayette County                                                                                  ,012-Veterans Park Elementary School                                                                 ,111,106,119,121,120,114,0,0,0,0,0,0,0,0,691
165-Fayette County                                                                                  ,015-Beaumont Middle School                                                                          ,0,0,0,0,0,0,353,356,370,0,0,0,0,0,1079
165-Fayette County                                                                                  ,018-SCAPA at Bluegrass                                                                              ,0,0,0,0,54,54,56,56,56,0,0,0,0,0,276
165-Fayette County                                                                                  ,021-Martin L King Acad for Excellence Alt                                                           ,0,0,0,0,0,0,6,12,24,50,29,13,16,0,150
165-Fayette County                                                                                  ,025-Crawford Middle School                                                                          ,0,0,0,0,0,0,149,133,151,0,0,0,0,0,433
165-Fayette County                                                                                  ,030-Bryan Station Traditional Magnet MS                                                             ,0,0,0,0,0,0,211,219,209,0,0,0,0,0,639
165-Fayette County                                                                                  ,032-Cassidy Elementary School                                                                       ,98,95,101,95,86,95,0,0,0,0,0,0,0,0,570
165-Fayette County                                                                                  ,033-Alternative Placement                                                                           ,0,0,0,0,0,0,0,2,0,9,19,26,17,0,73
165-Fayette County                                                                                  ,034-Edythe Jones Hayes Middle School                                                                ,0,0,0,0,0,0,289,278,290,0,0,0,0,0,857
165-Fayette County                                                                                  ,035-Deep Springs Elementary School                                                                  ,83,89,79,104,82,86,0,0,0,0,0,0,0,0,523
165-Fayette County                                                                                  ,036-Dixie Elementary Magnet School                                                                  ,102,95,99,111,90,88,0,0,0,0,0,0,0,0,585
165-Fayette County                                                                                  ,037-Garden Springs Elementary School                                                                ,107,111,108,102,103,112,0,0,0,0,0,0,0,0,643
165-Fayette County                                                                                  ,038-Harrison Elementary School                                                                      ,77,93,74,54,62,65,0,0,0,0,0,0,0,0,425
165-Fayette County                                                                                  ,039-Henry Clay High School                                                                          ,0,0,0,0,0,0,0,0,0,669,562,542,486,1,2260
165-Fayette County                                                                                  ,042-Martin Luther King Credit Recovery                                                              ,0,0,0,0,0,0,0,0,0,7,14,28,98,0,147
165-Fayette County                                                                                  ,045-Athens-Chilesburg Elementary                                                                    ,119,100,133,122,119,104,0,0,0,0,0,0,0,0,697
165-Fayette County                                                                                  ,046-Booker T Washington Academy Elementary                                                          ,118,84,90,99,65,62,0,0,0,0,0,0,0,0,518
165-Fayette County                                                                                  ,049-Fayette County Virtual Middle School                                                            ,0,0,0,0,0,0,2,5,11,0,0,0,0,0,18
165-Fayette County                                                                                  ,051-ABLE                                                                                            ,0,1,6,2,3,12,0,0,0,0,0,0,0,0,24
165-Fayette County                                                                                  ,052-Rosa Parks Elementary School                                                                    ,128,126,119,135,109,133,0,0,0,0,0,0,0,0,750
165-Fayette County                                                                                  ,056-William Wells Brown Elementary                                                                  ,64,52,55,43,53,54,0,0,0,0,0,0,0,0,321
165-Fayette County                                                                                  ,057-Liberty Elementary                                                                              ,132,149,119,108,101,95,0,0,0,0,0,0,0,0,704
165-Fayette County                                                                                  ,058-Sandersville Elementary                                                                         ,111,114,96,114,108,109,0,0,0,0,0,0,0,0,652
165-Fayette County                                                                                  ,060-Lafayette High School                                                                           ,0,0,0,0,0,0,0,0,0,567,519,504,446,0,2036
165-Fayette County                                                                                  ,062-Lansdowne Elementary School                                                                     ,118,118,141,118,99,93,0,0,0,0,0,0,0,0,687
165-Fayette County                                                                                  ,065-Leestown Middle School                                                                          ,0,0,0,0,0,0,205,167,187,0,0,0,0,0,559
165-Fayette County                                                                                  ,067-Lexington Trad Magnet School                                                                    ,0,0,0,0,0,0,245,261,239,0,0,0,0,0,745
165-Fayette County                                                                                  ,072-Madeline M Breckinridge Elem School                                                             ,113,105,86,78,95,84,0,0,0,0,0,0,0,0,561
165-Fayette County                                                                                  ,074-Maxwell Spanish Immersion Elem School                                                           ,104,99,101,87,75,74,0,0,0,0,0,0,0,0,540
165-Fayette County                                                                                  ,076-Morton Middle School                                                                            ,0,0,0,0,0,0,266,278,278,0,0,0,0,0,822
165-Fayette County                                                                                  ,077-Northern Elementary School                                                                      ,85,82,70,79,74,69,0,0,0,0,0,0,0,0,459
165-Fayette County                                                                                  ,080-Picadome Elementary School                                                                      ,101,109,103,122,76,101,0,0,0,0,0,0,0,0,612
165-Fayette County                                                                                  ,081-Southern Elementary School                                                                      ,116,117,117,101,88,104,0,0,0,0,0,0,0,0,643
165-Fayette County                                                                                  ,082-Squires Elementary School                                                                       ,113,124,91,108,79,87,0,0,0,0,0,0,0,0,602
165-Fayette County                                                                                  ,085-Stonewall Elementary School                                                                     ,116,133,138,141,99,120,0,0,0,0,0,0,0,0,747
165-Fayette County                                                                                  ,090-Russell Cave Elementary School                                                                  ,55,65,42,53,33,35,0,0,0,0,0,0,0,0,283
165-Fayette County                                                                                  ,095-Tates Creek Elementary School                                                                   ,95,94,104,78,105,73,0,0,0,0,0,0,0,0,549
165-Fayette County                                                                                  ,100-Tates Creek Middle School                                                                       ,0,0,0,0,0,0,233,197,180,0,0,0,0,0,610
165-Fayette County                                                                                  ,102-Fayette Regional                                                                                ,0,0,0,0,0,0,0,1,5,28,21,17,5,0,77
165-Fayette County                                                                                  ,105-Tates Creek High School                                                                         ,0,0,0,0,0,0,0,0,0,519,448,387,353,1,1708
165-Fayette County                                                                                  ,120-Clays Mill Elementary School                                                                    ,118,134,98,139,111,91,0,0,0,0,0,0,0,0,691
165-Fayette County                                                                                  ,140-Yates Elementary School                                                                         ,79,64,77,81,79,63,0,0,0,0,0,0,0,0,443
165-Fayette County                                                                                  ,150-Glendover Elementary School                                                                     ,127,97,100,112,80,82,0,0,0,0,0,0,0,0,598
165-Fayette County                                                                                  ,160-Meadowthorpe Elementary School                                                                  ,61,58,60,88,104,116,0,0,0,0,0,0,0,0,487
165-Fayette County                                                                                  ,170-Bryan Station High School                                                                       ,0,0,0,0,0,0,0,0,0,667,529,448,352,7,2003
165-Fayette County                                                                                  ,180-Mary Todd Elementary School                                                                     ,70,69,63,71,48,54,0,0,0,0,0,0,0,0,375
165-Fayette County                                                                                  ,190-James Lane Allen Elementary School                                                              ,95,90,82,89,75,84,0,0,0,0,0,0,0,0,515
165-Fayette County                                                                                  ,200-Paul Laurence Dunbar High School                                                                ,0,0,0,0,0,0,0,0,0,619,574,516,465,3,2177
165-Fayette County                                                                                  ,225-Jessie M Clark Middle School                                                                    ,0,0,0,0,0,0,310,294,314,0,0,0,0,0,918
165-Fayette County                                                                                  ,230-Florence Crittenton Alternative School                                                          ,0,0,0,0,0,0,0,0,0,8,9,5,4,0,26
165-Fayette County                                                                                  ,240-Cardinal Valley Elementary School                                                               ,122,139,92,106,81,54,0,0,0,0,0,0,0,0,594
165-Fayette County                                                                                  ,245-Winburn Middle School                                                                           ,0,0,0,0,0,0,266,199,173,0,0,0,0,0,638
165-Fayette County                                                                                  ,255-Millcreek Elementary School                                                                     ,88,82,97,82,61,81,0,0,0,0,0,0,0,0,491
165-Fayette County                                                                                  ,525-Southern Middle School                                                                          ,0,0,0,0,0,0,230,231,203,0,0,0,0,0,664
165-Fayette County                                                                                  ,620-Julius Marks Elementary School                                                                  ,114,97,113,110,97,92,0,0,0,0,0,0,0,0,623
165-Fayette County                                                                                  ,651-Lexington Day Treatment Center                                                                  ,0,0,0,0,0,0,0,8,6,16,15,5,8,0,58
165-Fayette County                                                                                  ,795-Ridge Hospital Alt. Elementary                                                                  ,0,0,0,4,1,2,0,0,0,0,0,0,0,0,7
165-Fayette County                                                                                  ,796-Ridge Hospital Alt. High School                                                                 ,0,0,0,0,0,0,3,1,6,6,6,8,4,0,34
165-Fayette County                                                                                  ,898-Fayette County Learning Center                                                                  ,0,0,0,0,0,0,0,13,8,6,13,8,1,0,49
165-Fayette County                                                                                  ,899-Opportunity Middle College                                                                      ,0,0,0,0,0,0,0,0,0,0,2,22,21,0,45
165-Fayette County                                                                                  ,998-Homebound Elementary                                                                            ,1,8,2,1,5,4,0,0,0,0,0,0,0,0,21
165-Fayette County                                                                                  ,999-Homebound Secondary                                                                             ,0,0,0,0,0,0,7,1,6,3,2,1,1,0,21
TOTALS for Fayette County                                                                           ,                                                                                                    ,3245,3224,3070,3177,2847,2889,2831,2712,2717,3186,2770,2538,2280,12,37498
171-Fleming County                                                                                  ,020-Ewing Elementary School                                                                         ,29,29,34,31,38,25,41,0,0,0,0,0,0,0,227
171-Fleming County                                                                                  ,030-Simons Middle School                                                                            ,0,0,0,0,0,0,0,180,182,0,0,0,0,0,362
171-Fleming County                                                                                  ,035-Fleming County High School                                                                      ,0,0,0,0,0,0,0,0,0,221,190,202,169,0,782
171-Fleming County                                                                                  ,040-Flemingsburg Elementary School                                                                  ,95,86,94,94,101,93,81,0,0,0,0,0,0,0,644
171-Fleming County                                                                                  ,050-E P Ward Elementary School                                                                      ,29,38,24,28,35,31,25,0,0,0,0,0,0,0,210
171-Fleming County                                                                                  ,060-Hillsboro Elementary School                                                                     ,23,27,24,35,23,29,20,0,0,0,0,0,0,0,181
TOTALS for Fleming County                                                                           ,                                                                                                    ,176,180,176,188,197,178,167,180,182,221,190,202,169,0,2406
175-Floyd County                                                                                    ,019-Prestonsburg Elementary School                                                                  ,125,146,119,115,123,100,0,0,0,0,0,0,0,0,728
175-Floyd County                                                                                    ,020-Allen Elementary School                                                                         ,60,50,59,54,54,48,46,57,28,0,0,0,0,0,456
175-Floyd County                                                                                    ,021-May Valley Elementary School                                                                    ,92,70,51,48,56,55,0,0,0,0,0,0,0,0,372
175-Floyd County                                                                                    ,022-Allen Central Middle School                                                                     ,0,0,0,0,0,0,112,107,111,0,0,0,0,0,330
175-Floyd County                                                                                    ,023-South Floyd Middle School                                                                       ,0,0,0,0,0,0,76,95,76,0,0,0,0,0,247
175-Floyd County                                                                                    ,025-Allen Central High School                                                                       ,0,0,0,0,0,0,0,0,0,114,114,92,93,0,413
175-Floyd County                                                                                    ,050-Renaissance Learning Center                                                                     ,0,0,0,0,0,0,0,4,5,17,32,39,19,0,116
175-Floyd County                                                                                    ,110-Betsy Layne High School                                                                         ,0,0,0,0,0,0,0,0,0,123,95,105,108,0,431
175-Floyd County                                                                                    ,120-Betsy Layne Elementary School                                                                   ,72,76,64,83,73,69,72,73,92,0,0,0,0,0,674
175-Floyd County                                                                                    ,150-South Floyd High School                                                                         ,0,0,0,0,0,0,0,0,0,88,115,67,50,0,320
175-Floyd County                                                                                    ,440-James D. Adams Middle School                                                                    ,0,0,0,0,0,0,131,133,152,0,0,0,0,0,416
175-Floyd County                                                                                    ,450-James A. Duff Elementary School                                                                 ,60,56,54,52,53,53,0,0,0,0,0,0,0,0,328
175-Floyd County                                                                                    ,485-John M. Stumbo Elementary School                                                                ,45,30,42,47,43,35,42,39,33,0,0,0,0,0,356
